,value
23586,0.911472413344595
23587,2.631119167192124
23588,1.8994368647318287
23589,1.105157103918653
23590,3.090548893622988
23591,1.179035358126424
23592,3.2452955336488283
23593,1.0647080078008269
23594,1.4298499556487578
23595,2.0317328188399935
23596,0.832402068645439
23597,2.358390322624526
23598,0.966480643217031
23599,2.159444873575059
23600,0.7881828280200527
23601,2.3068164463653504
23602,1.2595879276306614
23603,2.4485209536936696
23604,2.9710215515858938
23605,0.8702868231287874
23606,3.004424271697404
23607,1.2533490486447776
23608,2.9416291000110366
23609,1.5345868113131615
23610,3.1770462134501907
23611,0.9758827626822815
23612,3.799394793104281
23613,2.0769286580678843
23614,2.8869323723988387
23615,2.5218043140147097
23616,2.9777183505237677
23617,1.5534115607902714
23618,3.3768176429972225
23619,1.2310135896023184
23620,3.2289219582657274
23621,1.5044128455078063
23622,2.953674433691944
23623,0.8268176684392008
23624,2.9312135555397187
23625,2.8772388569034106
23626,1.3393884373548937
23627,2.8223196837849107
23628,1.3192301969702376
23629,2.078160733783721
23630,2.8692148937198656
23631,1.7602884643215788
23632,3.4636575877877194
23633,1.6813241885060783
23634,1.855671022327273
23635,2.404908105674149
23636,2.3600999154565114
23637,0.9940308192740444
23638,2.5702180576463336
23639,1.6526636607046368
23640,2.265135479832602
23641,1.714723552608945
23642,2.0091709517566123
23643,2.3375383078949024
23644,2.1819570288180747
23645,1.0632816085242247
23646,3.4098288651851787
23647,1.7796659549023381
23648,2.033443521924602
23649,1.69388448354252
23650,2.2932441470344123
23651,2.9097985630477106
23652,1.102110439940908
23653,2.5870580735497066
23654,1.738829222653399
23655,2.797656904237418
23656,1.9185109320222586
23657,2.36903233837857
23658,2.3082449101423332
23659,2.217662584978913
23660,2.346666060723685
23661,3.0404668460811997
23662,2.8186232911104856
23663,0.9141835712921758
23664,1.4953644622594866
23665,2.870477665165468
23666,2.987275707028162
23667,1.0784744234982404
23668,1.730899046949174
23669,2.9635016188160495
23670,1.4652285994311622
23671,3.127023974192779
23672,3.2565173525203983
23673,0.7078402036382917
23674,3.3634911620822363
23675,0.844050114255892
23676,3.1944309479551745
23677,1.7266139015121627
23678,2.6454278927361967
23679,2.665545469432056
23680,2.360058767459118
23681,3.0045851037054097
23682,0.9265899194343332
23683,3.023450875429304
23684,2.857163020646584
23685,1.6329160401505436
23686,2.4185129420934595
23687,1.9126000875162603
23688,1.1035255921124563
23689,2.2285449427037665
23690,1.610848696244393
23691,2.1660023683857736
23692,1.7837112232134462
23693,1.5763905842149768
23694,1.849734254676695
23695,1.5170452636491527
23696,2.1388634021635604
23697,1.4256073416129151
23698,2.5247646420875323
23699,1.9164830792631613
23700,2.4190462664908123
23701,2.582502365725444
23702,2.2949358543361207
23703,2.485549177337147
23704,3.002109458750397
23705,2.703839061720655
23706,2.031671549893762
23707,2.8430472593806435
23708,0.9866390159377928
23709,3.1225521257059343
23710,3.158535736039853
23711,0.8067634605478513
23712,3.0416501881386897
23713,1.358908342936981
23714,2.8972492717178135
23715,1.8063511850145142
23716,2.778429802167984
23717,1.4625513972554178
23718,2.247865112127261
23719,0.8848285750045382
23720,2.2246268234803144
23721,1.7686758166123568
23722,2.3054235338809512
23723,1.4140026139687216
23724,2.7478253297316733
23725,1.1362717605674932
23726,2.917725908210026
23727,3.1973169546427895
23728,0.8020288236707696
23729,3.036009066766315
23730,0.9244625417507477
23731,2.9419621705800116
23732,2.7118001365838165
23733,2.157353030516243
23734,0.778214452884584
23735,2.275450556827694
23736,0.8751049140688949
23737,2.7847715957680554
23738,0.9497209210545681
23739,2.246999367491153
23740,2.649863760948799
23741,2.3902640011630907
23742,2.128866341413194
23743,2.5530058255810655
23744,2.956938840991527
23745,2.117260316486716
23746,3.120254985215598
23747,1.6393928092007153
23748,3.2896488370506107
23749,0.9028614129866902
23750,3.327380983171318
23751,2.434169067836031
23752,1.834605897237657
23753,2.3410961796291083
23754,2.9924925012738814
23755,1.0834343378592137
23756,2.713847800786737
23757,2.134147635153294
23758,2.1449890632164195
23759,2.4864872387659025
23760,2.648949326998128
23761,1.264840805634683
23762,2.6046245136641253
23763,2.5189611493917647
23764,1.0324762372937217
23765,2.5417198196303232
23766,0.8536693803476708
23767,2.2154252056686783
23768,1.483413594490416
23769,2.0813793870429627
23770,1.8990549722979009
23771,2.214609934801577
23772,1.5344878145921934
23773,2.7128629028706985
23774,1.328436530446688
23775,2.633069543401991
23776,2.863540711322739
23777,1.859225301608023
23778,2.726280147889609
23779,1.9065855765712016
23780,3.0289957498550795
23781,2.875854138187929
23782,2.6810198527781424
23783,2.9998127800118244
23784,2.139082688570938
23785,3.265380853636619
23786,1.264623106870696
23787,2.933420047084255
23788,3.2453490546123396
23789,1.6152727143183014
23790,3.187245071214834
23791,2.0543824144803824
23792,3.032273238747214
23793,0.9822283398051868
23794,3.010463689910593
23795,2.8908732966733135
23796,1.2115432660992127
23797,2.012970165450818
23798,2.832929342188958
23799,1.2892043408695326
23800,2.89329255839751
23801,1.1607357733795693
23802,2.743162045831357
23803,2.687312575614262
23804,1.3200464164775623
23805,2.714301234958353
23806,1.123416676267294
23807,2.4892302499289016
23808,2.0471405532767104
23809,2.522898074693299
23810,2.1431554705681513
23811,2.2833134909381347
23812,2.6826955825690533
23813,1.7609285273625404
23814,2.6176203580818362
23815,1.4446857101578061
23816,3.0327203198468764
23817,1.2270501872907265
23818,2.6726809383587407
23819,1.3662278171226265
23820,3.6428574667401707
23821,2.6275270581513537
23822,2.802743110025225
23823,2.2867713595681836
23824,2.680921827785169
23825,3.087020853058571
23826,2.2003657117486135
23827,3.223624082347845
23828,1.80914051636084
23829,3.504975972455777
23830,3.719112200735338
23831,1.9412294141967097
23832,3.6817929457829353
23833,2.243231077503605
23834,3.3970238794659764
23835,3.032610609981864
23836,3.1621745065499898
23837,2.186952918333772
23838,2.483779742181166
23839,2.9944322577597204
23840,3.219349555501923
23841,1.635475600774358
23842,2.869604299698457
23843,2.145779626085442
23844,2.78247624458582
23845,2.6146788659272544
23846,1.9732623872263346
23847,2.692373729688694
23848,1.6792035670868293
23849,2.845970055374788
23850,0.8798741787508269
23851,2.860602096608764
23852,3.166220858709564
23853,1.3814450358065582
23854,2.72261613801882
23855,2.549360996035409
23856,2.8938076422822747
23857,2.0459051114237026
23858,3.2435356481908664
23859,2.965710895226339
23860,2.5688710325622486
23861,3.2216391162213567
23862,2.619812555409088
23863,2.8077939382955535
23864,3.079198247396374
23865,2.6639136378369557
23866,2.919547875436386
23867,1.309642196992693
23868,2.4182510136005115
23869,1.3754354149287291
23870,2.619450448830899
23871,2.4259248462983485
23872,0.9586417234210982
23873,1.7477612127800457
23874,2.2624265103130776
23875,2.0389478932807554
23876,1.9107845052087256
23877,2.4598779227996537
23878,1.899957953542986
23879,2.473491371422087
23880,2.4166737585506657
23881,1.1291581069945429
23882,2.3415766640964506
23883,2.1086434687371094
23884,2.0684681573409702
23885,2.7781896361452296
23886,2.507753543402605
23887,2.9512729835086295
23888,1.8722989927026856
23889,3.1325313302418403
23890,1.896516160210099
23891,2.968891085074444
23892,3.3787388641172185
23893,2.8518215801350077
23894,1.688726578191398
23895,2.8381580108142304
23896,1.8202734406239247
23897,2.793739165301391
23898,2.4248116067905965
23899,2.5654295891985957
23900,2.638216293808118
23901,2.3003405953308995
23902,2.9836973237400493
23903,1.6854259063831907
23904,2.974692478473708
23905,1.411145031562789
23906,3.057477513319068
23907,0.9303186340777327
23908,2.8078361852692453
23909,1.8870055125646155
23910,2.7267908555475247
23911,2.325648490312367
23912,2.299772458491245
23913,2.9381185994423946
23914,1.7936981766214375
23915,2.946775367258374
23916,2.9053093434830934
23917,1.2171496810449776
23918,2.7045601153663665
23919,1.2850003384006259
23920,2.3263800002074855
23921,2.089734110760593
23922,2.099249274465389
23923,2.2792357376600556
23924,1.41913929945084
23925,2.925817509201073
23926,1.2624438818123407
23927,3.0828203339249227
23928,3.5548606354471244
23929,1.2052557231722045
23930,3.660460537441426
23931,1.9630281571975254
23932,3.1801315578502987
23933,2.243924267983375
23934,2.658562085534509
23935,2.4126550699349583
23936,2.198345470833597
23937,2.6919048763485516
23938,2.676202438019246
23939,1.049471374845513
23940,2.5399999016894927
23941,1.193279260950355
23942,2.1863318633651816
23943,1.7323712498828474
23944,1.6191954107621946
23945,2.153744880492481
23946,1.533207222831094
23947,2.13579294632086
23948,0.9096264295937957
23949,2.1642478761612187
23950,0.9116446751340469
23951,0.9141313137272788
23952,2.2180350946885077
23953,1.0518784541006097
23954,2.1514138857135507
23955,1.8347549911412935
23956,2.2243982759209464
23957,1.9652108251220928
23958,1.8813253820267355
23959,2.4220249841935275
23960,3.00203970370661
23961,1.6581447321921454
23962,2.443010679967399
23963,1.5105148818145326
23964,2.6686665157536633
23965,1.1104816019085342
23966,2.754116938513122
23967,3.0204218792859487
23968,0.9795612015090946
23969,2.756638673754557
23970,1.1806834646982702
23971,3.6439696174596747
23972,0.9986949478724906
23973,3.042186503201066
23974,1.7796691753866432
23975,2.5698569877477198
23976,2.3257662093692426
23977,1.2353914188701112
23978,2.379694787689026
23979,1.3042252914067634
23980,2.3212826084158458
23981,2.262571077987542
23982,2.6518678168264787
23983,2.5259024505203898
23984,2.215089544904213
23985,2.8339655900410996
23986,2.008404267648789
23987,2.6209224566123823
23988,2.739928193339812
23989,1.6669212677783936
23990,2.6122214983455505
23991,1.5419200932441322
23992,2.499803152084464
23993,2.175383088633841
23994,2.2537458983916956
23995,2.042728066075458
23996,1.9170162885783055
23997,2.4799513663813206
23998,1.5403964793092664
23999,2.405806526856872
24000,1.0607880742559181
24001,2.633775739491278
24002,0.902353287619646
24003,2.6391479900700996
24004,1.531145670537941
24005,2.445114562034422
24006,1.7062731919496064
24007,2.469467952117034
24008,2.299026174271586
24009,2.0373848937744965
24010,2.6823765403266497
24011,2.188563475853935
24012,2.210630629817256
24013,2.813677036042951
24014,2.728059458435263
24015,1.8105412633759121
24016,2.661533495885796
24017,2.0323725376162347
24018,2.5413531701280094
24019,1.601209511891953
24020,1.4383038858809827
24021,3.6397869206295983
24022,0.8195563837809665
24023,3.398302518960403
24024,1.9510484642953598
24025,2.4868442753328313
24026,1.6328445313585886
24027,2.3901002816792167
24028,0.7885692772946733
24029,2.6912483887249223
24030,1.3407302690702125
24031,1.9393770592813535
24032,2.84369223133998
24033,1.5233825934808483
24034,1.6504794277557853
24035,2.6533980178403453
24036,1.9645235917493051
24037,2.162339542586067
24038,2.3901029561689002
24039,2.261991223321524
24040,3.064180675275238
24041,3.1544799785796904
24042,1.3511525210275706
24043,2.5817044337986506
24044,1.2350823425050803
24045,2.1661608894327804
24046,1.9067076918515262
24047,1.9114948364070918
24048,1.6316431432897334
24049,3.0936490863684463
24050,1.5129626703549228
24051,3.1334003732904976
24052,3.0718709676963014
24053,0.9495065963736914
24054,2.9393603171695153
24055,0.9828945443745923
24056,1.612311769897516
24057,1.8057604298051304
24058,1.1765636798391137
24059,1.4146543926446045
24060,2.5133786500562305
24061,1.0841757168782524
24062,2.548153988452733
24063,1.7970678716971027
24064,2.265434871658501
24065,2.964484659605088
24066,1.1065736079162882
24067,2.1967857190146165
24068,2.2717108176488967
24069,1.6208274993412277
24070,2.075766361831637
24071,1.5597525232160527
24072,1.73633585520757
24073,2.087953603325082
24074,1.5480136948348955
24075,2.0056311591610845
24076,1.2579297185241787
24077,2.5954173353873227
24078,1.9268028841712828
24079,2.5874373969434776
24080,1.2346632873958776
24081,3.003245664258064
24082,2.86067403505944
24083,2.991224121095727
24084,1.3654248873414918
24085,2.6799443047791223
24086,1.748094442271103
24087,2.5291507227403485
24088,2.4128308567563854
24089,2.7838805325433325
24090,1.7029685246484205
24091,3.088957825184618
24092,1.0490112353961594
24093,3.2664188860110577
24094,0.7050605744996817
24095,3.280828540385011
24096,3.2186370696706588
24097,1.212334311194029
24098,3.1851223217526643
24099,1.7534482870489552
24100,3.1577140444472125
24101,2.531728232913052
24102,3.041102856626117
24103,2.6619740060940513
24104,2.531951154408568
24105,3.126138986599371
24106,2.1853208619865256
24107,2.9553821895016545
24108,1.4245263712915652
24109,3.038541710866601
24110,1.317796886674095
24111,2.8529043551048727
24112,2.7067221831963515
24113,1.331036548103428
24114,2.3932648907988647
24115,1.1282972588248967
24116,2.165353653102735
24117,1.7920080235006444
24118,1.9937897305632417
24119,1.6852097074193852
24120,1.5555855177265612
24121,2.098204643439778
24122,1.7717508475610957
24123,1.6609706492699963
24124,2.434643512968097
24125,1.426308779253533
24126,2.4408231956583295
24127,0.783573021671348
24128,2.5567966747302626
24129,0.7956834143828214
24130,0.8213818052459797
24131,2.5023486563176247
24132,2.3715094975457167
24133,1.4075989336699124
24134,2.4262411033447697
24135,1.3294874123446632
24136,2.1751246199837118
24137,2.101918670820057
24138,2.2361926009438307
24139,2.0789605812322227
24140,1.770091833199435
24141,2.4842664009217765
24142,1.755395705567853
24143,2.5494216108165926
24144,1.4668136002576744
24145,2.89081453453559
24146,1.3845783899829387
24147,2.5956793979848625
24148,1.3204733961509625
24149,2.1369722932450665
24150,1.6815214052912903
24151,2.116718556635889
24152,2.291449734630491
24153,1.7459136714674548
24154,2.402951337173101
24155,1.56265455335342
24156,2.7609356701346806
24157,1.6354049276724765
24158,3.1471759141252935
24159,2.9649721423887563
24160,3.2158555782700295
24161,2.6050577236452717
24162,3.0081566008110867
24163,2.4490601935576874
24164,2.1653654223776635
24165,2.8849999659306134
24166,1.3971930172409062
24167,2.8322770717415024
24168,1.480262432211851
24169,2.4332196296569295
24170,2.1312614241711407
24171,2.65501135504707
24172,2.4510922501166847
24173,2.180789165436763
24174,2.7157079094003356
24175,1.817186087644933
24176,3.2333945231259897
24177,1.772576313263702
24178,2.486415385037963
24179,2.442639354087877
24180,1.8275852609697598
24181,1.825131487695964
24182,2.315478799819831
24183,1.8082780620738101
24184,1.1276248026981452
24185,2.7231085344403136
24186,3.096307847614114
24187,0.9438923364711584
24188,2.6614462804181547
24189,0.9601558473831245
24190,2.7013448197755574
24191,1.4242201090616864
24192,2.5491268411588894
24193,1.8309227395016583
24194,2.4631046500417875
24195,2.085106034727696
24196,2.0633980178403455
24197,2.7429201533739587
24198,2.484986891742618
24199,2.3677613316596156
24200,2.690724226930792
24201,1.710807977144885
24202,3.2088206987111825
24203,1.2480409580600362
24204,3.2839045807068024
24205,3.457720675405075
24206,0.7670827117477489
24207,3.2454294128373213
24208,1.2925421200780232
24209,2.9755858328180915
24210,1.85332444981033
24211,2.5331599084567253
24212,2.341409323432442
24213,2.5247489316526615
24214,2.1345078062016203
24215,2.495937545818425
24216,1.2679907795730243
24217,2.7313599819606376
24218,1.075385570687573
24219,1.4947262415499987
24220,2.5964119736403184
24221,0.9056769955582369
24222,2.8399593611561933
24223,1.3228224789193084
24224,1.3630465624947292
24225,2.556806262861787
24226,2.1702502420945073
24227,2.851501749578199
24228,3.371116573030838
24229,3.1818246070922167
24230,1.3158370841946039
24231,3.3176726165548756
24232,3.303380484616473
24233,0.8956978361725597
24234,3.2469264226158105
24235,1.226218215478807
24236,2.796424875167135
24237,1.8916210964211273
24238,2.5758857089682907
24239,2.107992777595006
24240,1.9345036140689484
24241,2.559488407703922
24242,1.9175786653818327
24243,2.777637944561066
24244,1.2745127715452766
24245,2.560026599406731
24246,1.3446104623915311
24247,2.292399457281003
24248,2.4022314321056855
24249,0.9500479232461215
24250,2.472807848887145
24251,1.0435733379578653
24252,2.3621285485681476
24253,1.7620817457047626
24254,2.086349898471796
24255,2.3965474088494907
24256,2.220827438454786
24257,2.768004464272649
24258,2.140190875858907
24259,3.3887361852090168
24260,2.045267066322193
24261,3.3885228675568864
24262,1.6623053095984983
24263,3.7681885201620235
24264,3.726236421361856
24265,3.814898443519658
24266,2.008645590508732
24267,3.6170978051624556
24268,2.080553661431816
24269,3.742348071848555
24270,2.304454455934648
24271,2.416046650027483
24272,2.9571544392713336
24273,2.592647702027817
24274,2.489912994825274
24275,2.686334239098783
24276,2.3303479739096002
24277,2.8896606732812007
24278,1.684275644407966
24279,2.926663056469657
24280,1.5032078357751746
24281,3.121859998586138
24282,2.9506197223917905
24283,1.5375245884177227
24284,3.120743873377842
24285,2.1243895560680452
24286,2.849498369788014
24287,2.190597331008656
24288,2.164085803688859
24289,2.584550902137247
24290,1.7935649048765345
24291,2.4896516915112246
24292,2.821316527305812
24293,1.1772563104582274
24294,2.6109273041492838
24295,1.2366544732761877
24296,1.9318720153696105
24297,2.078012432625167
24298,1.4876821020747628
24299,2.768517708232966
24300,1.0929861882194665
24301,2.5266769988285285
24302,1.0550179438504128
24303,3.8488353400227115
24304,3.724804829683568
24305,1.8029368460404902
24306,3.35198839813999
24307,2.3975103112035665
24308,3.1234576280197244
24309,2.7207120060917207
24310,2.484226394663528
24311,3.1687360808507874
24312,2.0548662287665804
24313,3.065084833540573
24314,1.1845718937518335
24315,3.1293313114185874
24316,1.0243254159938167
24317,3.0943598380531943
24318,2.833875100695345
24319,1.3991292979944598
24320,1.3377564711607446
24321,2.1259562351799897
24322,2.133698031577351
24323,1.2483856789386576
24324,1.5742386501256584
24325,1.8455246254197437
24326,1.310478643485653
24327,2.3118902985542635
24328,2.5367519183962677
24329,1.1221964037922754
24330,2.384370392785411
24331,1.146497367329435
24332,2.4244984368532396
24333,1.7855196268776774
24334,2.2313957688660997
24335,1.8869702139917632
24336,2.291414725727345
24337,2.529357347882174
24338,1.9874012942343682
24339,2.6290526162444525
24340,1.908572139522517
24341,3.0269496076002333
24342,1.8250756622433948
24343,2.2982488832469983
24344,0.9258678982235365
24345,2.604360987543788
24346,2.031509990643867
24347,2.096650196001397
24348,3.01186918950477
24349,1.4739596581633092
24350,2.8993708323248577
24351,3.2735408807542314
24352,1.0848191316634301
24353,1.7268339663227485
24354,0.9554314634560697
24355,2.820936022050301
24356,1.0072053624344606
24357,2.7630618202577613
24358,2.891744395000821
24359,1.610984962443055
24360,2.12001320917155
24361,2.432180709789933
24362,1.4936550612180057
24363,2.5476516388866104
24364,2.264518412674383
24365,2.6888712793399057
24366,2.444103364861313
24367,1.929509505545182
24368,2.856755993455164
24369,1.7128375296792409
24370,2.9778719069646202
24371,0.8364916747581403
24372,3.115264119683894
24373,0.8203525182383358
24374,3.2317226314471377
24375,3.1460561256509143
24376,1.4142104542974168
24377,2.138625766166649
24378,2.884706053108694
24379,1.3387952152658353
24380,2.7591898045079457
24381,2.010272869367634
24382,1.6053698236473624
24383,2.3698037001102916
24384,2.460291423955949
24385,1.5018443074510754
24386,2.0671487571322125
24387,1.688463089430881
24388,2.038081745704763
24389,2.5268543926053235
24390,1.6940260795694735
24391,2.1150420102710736
24392,2.150209684669271
24393,2.3775482598675746
24394,1.4491153363292737
24395,2.6919586578163406
24396,1.3983568344637836
24397,2.8820826829085417
24398,0.8698186580347668
24399,2.962768435238722
24400,1.6455644710850796
24401,2.9438608853890686
24402,1.732010739525892
24403,2.6475379013076505
24404,1.5150255742417214
24405,3.203795674270667
24406,1.4484499331906453
24407,3.2359709841520425
24408,3.5232699119359925
24409,1.4639008258892554
24410,3.4230137281809636
24411,2.7017023960617967
24412,1.9210143173835195
24413,2.2841176001773733
24414,2.7859294955688707
24415,2.9142080428291184
24416,0.9620731634123803
24417,1.9704502778591733
24418,2.154926743003305
24419,2.067422763006437
24420,2.193074549971623
24421,2.6912979781429716
24422,1.2640402109421403
24423,1.9498232141405731
24424,2.1448144542661236
24425,1.7225536401537722
24426,2.006413661098385
24427,2.22693360370827
24428,2.1869465390325185
24429,1.2450337384810792
24430,2.3832880730014256
24431,2.072254592540046
24432,1.8720395356108694
24433,1.4706726165548756
24434,2.034830667547932
24435,1.374730430290721
24436,3.1127121675086418
24437,1.3805448154110112
24438,3.1727296932181557
24439,1.4060790631386482
24440,2.8531869626843465
24441,2.381577876554687
24442,1.8241724318824188
24443,3.5487827724281895
24444,3.844744335728934
24445,3.7102763908766905
24446,1.4808171843157663
24447,1.7468347843482628
24448,2.8777909433377036
24449,1.7096382204287819
24450,2.1933213435687753
24451,2.1391883103891587
24452,2.1064798138503114
24453,2.183931391864397
24454,0.9352539470745551
24455,1.8718656175826505
24456,2.670164047622749
24457,1.136717511635167
24458,2.4351423600959556
24459,1.1698895346588358
24460,2.324618192658301
24461,1.5551060421348537
24462,1.8798138195544123
24463,2.155470947899218
24464,1.3314218910215594
24465,2.166919505845711
24466,2.5987947506220452
24467,2.7204694599548507
24468,3.154658102679863
24469,2.145544329998857
24470,2.3507544078190743
24471,2.186406681141137
24472,1.8787995083224027
24473,1.591449297390555
24474,2.450052707418273
24475,1.1825393086213551
24476,2.916872148869012
24477,1.4583141212731872
24478,3.288686027582159
24479,2.6348887223397064
24480,1.7208491501250718
24481,2.877213396086509
24482,1.6319328553522674
24483,3.0935806980839953
24484,1.496982008613471
24485,3.323460268738266
24486,3.3154726835354182
24487,1.5330170057958756
24488,3.04832411164813
24489,1.441131057371785
24490,2.8823991148086616
24491,3.684225394967723
24492,1.7214867637592075
24493,2.2542034566030402
24494,1.1150669804783768
24495,2.624517073744558
24496,0.9588164526542088
24497,2.550968853913252
24498,2.991316285664262
24499,1.7507996481640018
24500,2.7766780503587247
24501,1.8784701104227342
24502,1.5858654271386854
24503,2.7091878419608113
24504,1.214396688066122
24505,2.5249458284549826
24506,2.532630345926404
24507,1.6158227353304473
24508,2.1293947267561095
24509,1.4106597942534187
24510,3.402979012216334
24511,1.4561323338818597
24512,3.4541021283832105
24513,2.016746970197767
24514,3.107610334097543
24515,1.7492307612257232
24516,2.864043473206855
24517,2.3127768996366322
24518,2.7222336543089685
24519,2.3562633639817068
24520,2.307920772642004
24521,2.7891884456742138
24522,2.149464952525096
24523,2.705144665413911
24524,2.9753174098218267
24525,1.202478755724299
24526,2.710140897575024
24527,1.0221945823674303
24528,3.163603311925768
24529,1.4714777778446542
24530,3.3698586632762644
24531,2.2893885553830953
24532,3.1881157116129413
24533,2.5474507044431984
24534,2.331548207960636
24535,2.8934144494997054
24536,1.9962859413048175
24537,1.978993869513985
24538,2.0393310211198545
24539,1.0963178445033326
24540,3.2364079697172023
24541,2.2933022638587763
24542,3.231189025541717
24543,2.403189968484745
24544,3.0052574011573077
24545,2.4381949446353257
24546,2.8872671749934438
24547,1.1363760714830204
24548,3.110470384559085
24549,3.0260790684766463
24550,1.3742012071651584
24551,2.9316636955494575
24552,1.3681315395884504
24553,2.5113657617822778
24554,2.229506904104945
24555,2.543103373152139
24556,2.475301234958353
24557,1.9531012075598833
24558,3.172077147363063
24559,1.858451854493382
24560,3.1767403743409046
24561,3.2728469928334367
24562,0.9443390447557762
24563,1.0027516966753485
24564,3.324961841216493
24565,3.122356849762729
24566,1.7881926871597007
24567,2.478404721002308
24568,2.6617304184669526
24569,2.463868062646788
24570,2.097354216812864
24571,2.887751103447301
24572,1.9607098914653016
24573,2.6858214747171596
24574,2.689851360090354
24575,1.7830444294848122
24576,2.420380384545439
24577,1.7522505829177635
24578,2.302316813781237
24579,2.1495405091596402
24580,1.889504801662026
24581,2.1252013953039794
24582,1.893709781538029
24583,2.6397745950689595
24584,1.418876103662169
24585,2.551114588215412
24586,1.3369873678840758
24587,2.8003895635369647
24588,1.4245060874184388
24589,2.548827791248975
24590,2.2895559762180273
24591,1.8394381931739026
24592,1.8660785257167396
24593,2.051862146871881
24594,1.8585809922273628
24595,2.3596028409499663
24596,1.218059396865183
24597,2.7693328181860446
24598,1.3204245383296227
24599,2.9750720971324376
24600,1.4023484294087394
24601,3.5966385801078715
24602,2.5183618083948995
24603,3.4423446104997417
24604,2.4461447090738724
24605,2.731225648732863
24606,2.7241616759221516
24607,2.3956124552494042
24608,2.5660452013849713
24609,3.6967103954386733
24610,1.5061758901437627
24611,3.7588238259983004
24612,1.4448658744912737
24613,3.603065385894246
24614,2.364772106056149
24615,3.4565081758543146
24616,2.9227305121228224
24617,3.063677832015843
24618,2.095203204608608
24619,3.1087199217481807
24620,1.205782207556974
24621,2.983724339092668
24622,2.9270692287841182
24623,0.97575219163521
24624,2.50785995788318
24625,1.5570320531559894
24626,3.253880675267758
24627,1.4156693185618565
24628,3.136625211691616
24629,1.374879830111878
24630,2.810329315910964
24631,2.130095437871708
24632,3.241154655189599
24633,2.482044054119524
24634,2.4133380380536935
24635,2.2664710550118308
24636,2.307342903400312
24637,1.925176284322244
24638,2.6448633147252463
24639,1.7712856836321649
24640,2.6565010084736316
24641,1.4390197711623667
24642,3.595971913056462
24643,2.0699720478259764
24644,3.8099773291029115
24645,2.4243505146309148
24646,3.599762817807153
24647,2.3712956337596163
24648,3.008984614587102
24649,2.155370828207609
24650,3.138290961322891
24651,2.932463148721098
24652,2.6314301313511876
24653,2.9963806627631477
24654,2.262146788053008
24655,2.9012388812553187
24656,2.932176824505508
24657,1.4961331291662328
24658,2.8657090122772644
24659,1.6228652458170942
24660,2.5112523783357035
24661,2.0383358646974825
24662,2.4758864517956765
24663,2.236539972635847
24664,1.9554996298067913
24665,2.67010618883546
24666,1.7532620750908576
24667,2.7205566163191075
24668,2.8851722291895245
24669,1.4013379269386672
24670,2.9020457799197343
24671,1.3441867564992913
24672,2.7686248588510907
24673,2.143608034171935
24674,2.6134726323641173
24675,2.184127234630421
24676,2.9244604807005037
24677,1.7248256596097253
24678,2.7348131413187935
24679,0.8677741238406103
24680,3.19513384953305
24681,0.7615928437334805
24682,3.2844570293787267
24683,3.4667884749210502
24684,1.512530881063356
24685,3.1944576110391365
24686,1.6113904392629392
24687,3.03686468590918
24688,2.4051140459002593
24689,2.681243619554716
24690,2.831492518847197
24691,2.3199679803196718
24692,3.3851827583841243
24693,1.5914006409470998
24694,3.452877635982459
24695,1.558632722880454
24696,4.04535849749889
24697,4.2004573263328835
24698,2.330283719968873
24699,4.084093989465192
24700,2.5979886875436002
24701,3.3965095517663912
24702,3.154842276777517
24703,3.1820408596900953
24704,3.631663144190502
24705,2.320915988580603
24706,3.568373052222052
24707,1.7628090675449002
24708,3.3932911804795634
24709,2.275342277499828
24710,2.6538087007019397
24711,3.002506329091644
24712,1.09676239170755
24713,3.3453220557507617
24714,1.3565529215231398
24715,3.1726892706036898
24716,2.000553834406787
24717,2.7337262590150857
24718,1.8269974738579473
24719,2.2090385459646646
24720,2.369169240125065
24721,2.2912087483601713
24722,2.6643206713519865
24723,1.8588639720180158
24724,3.157204899694017
24725,1.7671870452990392
24726,3.181457436517155
24727,1.2151889018881896
24728,3.328728548560726
24729,1.0368644425192526
24730,3.2182946974636115
24731,3.259215530901364
24732,1.7141649451971024
24733,3.356694186802699
24734,2.202996041592257
24735,2.62271368149491
24736,1.7705192500266878
24737,2.5209862877471227
24738,2.147642196992693
24739,1.1560202778006727
24740,2.505472331876006
24741,1.3250690519571446
24742,2.693327448251649
24743,2.5076621660325813
24744,0.9191273225886267
24745,2.239089102556785
24746,1.333048998372588
24747,2.0703971693154575
24748,1.6459025414558512
24749,2.711710103665806
24750,1.0409632482700644
24751,2.4912867916949715
24752,2.4154599986211283
24753,2.2878793444372176
24754,2.2921880900248044
24755,2.98090831554409
24756,2.3654535245301718
24757,2.176012593343981
24758,2.973145006320051
24759,1.958119094759551
24760,3.011518199959665
24761,1.0714197039521594
24762,3.2308786962192624
24763,0.924923043437127
24764,3.0616694791110626
24765,2.942562202879936
24766,1.8526458483166133
24767,2.9771915655334658
24768,2.1272529140567693
24769,2.537700689309397
24770,3.000850793589978
24771,2.354545883062319
24772,2.836670901825118
24773,1.4144540650045645
24774,2.91990849832718
24775,1.1568504389267495
24776,2.765910663800156
24777,2.5693270406975777
24778,0.663459776237702
24779,0.6792108108381844
24780,2.1036790198369753
24781,0.7375962947049363
24782,2.544811679255182
24783,1.9746888058001326
24784,1.3809358576954307
24785,2.9225860040326146
24786,2.9302326890398263
24787,1.500648770443585
24788,2.83365351977313
